accession	description	source_file	line_no	clade	source_header	raw_date	reason
OQ122086.1	Porcine epidemic diarrhea virus isolate HBXN/2022 spike protein (S) gene, complete cds	G2cchinanew.txt	883	G2c	OQ122086.1|HBXN/2022|14-Jun-2022|China	14-Jun-2022	missing_or_unparseable_date
OQ122087.1	Porcine epidemic diarrhea virus isolate HBXY/2022 spike protein (S) gene, complete cds	G2cchinanew.txt	1072	G2c	OQ122087.1|HBXY/2022|06-Apr-2022|China	06-Apr-2022	missing_or_unparseable_date
OQ122088.1	Porcine epidemic diarrhea virus isolate HNNY/2022 spike protein (S) gene, complete cds	G2cchinanew.txt	537	G2c	OQ122088.1|HNNY/2022|24-Jun-2022|China	24-Jun-2022	missing_or_unparseable_date
OQ122089.1	Porcine epidemic diarrhea virus isolate SDLY/2022 spike protein (S) gene, complete cds	G2cchinanew.txt	695	G2c	OQ122089.1|SDLY/2022|14-Jun-2022|China	14-Jun-2022	missing_or_unparseable_date
OQ122090.1	Porcine epidemic diarrhea virus isolate SXSZ-2/2022 spike protein (S) gene, complete cds	G2cchinanew.txt	1032	G2c	OQ122090.1|SXSZ-2/2022|07-Jun-2022|China	07-Jun-2022	missing_or_unparseable_date
OQ122091.1	Porcine epidemic diarrhea virus isolate SXSZ-1/2022 spike protein (S) gene, complete cds	G2cchinanew.txt	1031	G2c	OQ122091.1|SXSZ-1/2022|06-Jun-2022|China	06-Jun-2022	missing_or_unparseable_date
OQ122093.1	Porcine epidemic diarrhea virus isolate HNXY-1/2022 spike protein (S) gene, complete cds	G2cchinanew.txt	678	G2c	OQ122093.1|HNXY-1/2022|31-May-2022|China	31-May-2022	missing_or_unparseable_date
OQ122094.1	Porcine epidemic diarrhea virus isolate GDFS/2022 spike protein (S) gene, complete cds	G2cchinanew.txt	957	G2c	OQ122094.1|GDFS/2022|29-May-2022|China	29-May-2022	missing_or_unparseable_date
OQ122095.1	Porcine epidemic diarrhea virus isolate HBYC-4/2022 spike protein (S) gene, complete cds	G2cchinanew.txt	1098	G2c	OQ122095.1|HBYC-4/2022|26-May-2022|China	26-May-2022	missing_or_unparseable_date
OQ122096.1	Porcine epidemic diarrhea virus isolate JXJA/2022 spike protein (S) gene, complete cds	G2cchinanew.txt	676	G2c	OQ122096.1|JXJA/2022|03-May-2022|China	03-May-2022	missing_or_unparseable_date
OQ122097.1	Porcine epidemic diarrhea virus isolate SCMY/2022 spike protein (S) gene, complete cds	G2cchinanew.txt	1018	G2c	OQ122097.1|SCMY/2022|02-May-2022|China	02-May-2022	missing_or_unparseable_date
OQ122099.1	Porcine epidemic diarrhea virus isolate GXGL/2022 spike protein (S) gene, complete cds	G2cchinanew.txt	532	G2c	OQ122099.1|GXGL/2022|23-Mar-2022|China	23-Mar-2022	missing_or_unparseable_date
OQ122101.1	Porcine epidemic diarrhea virus isolate ZJWZ/2021 spike protein (S) gene, complete cds	G2cchinanew.txt	224	G2c	OQ122101.1|ZJWZ/2021|27-Oct-2021|China	27-Oct-2021	missing_or_unparseable_date
OQ122107.1	Porcine epidemic diarrhea virus isolate HBJZ/2022 spike protein (S) gene, complete cds	G2cchinanew.txt	680	G2c	OQ122107.1|HBJZ/2022|14-Jun-2022|China	14-Jun-2022	missing_or_unparseable_date
OQ122110.1	Porcine epidemic diarrhea virus isolate GZQXN-2/2022 spike protein (S) gene, complete cds	G2cchinanew.txt	1070	G2c	OQ122110.1|GZQXN-2/2022|16-Mar-2022|China	16-Mar-2022	missing_or_unparseable_date
OQ122112.1	Porcine epidemic diarrhea virus isolate GZQXN-1/2022 spike protein (S) gene, complete cds	G2cchinanew.txt	1071	G2c	OQ122112.1|GZQXN-1/2022|07-Mar-2022|China	07-Mar-2022	missing_or_unparseable_date
OQ122113.1	Porcine epidemic diarrhea virus isolate GZBJ/2021 spike protein (S) gene, complete cds	G2cchinanew.txt	560	G2c	OQ122113.1|GZBJ/2021|25-Dec-2021|China	25-Dec-2021	missing_or_unparseable_date
OQ122114.1	Porcine epidemic diarrhea virus isolate HBYC/2021 spike protein (S) gene, complete cds	G2cchinanew.txt	1020	G2c	OQ122114.1|HBYC/2021|25-Dec-2021|China	25-Dec-2021	missing_or_unparseable_date
OQ122115.1	Porcine epidemic diarrhea virus isolate HNZK/2021 spike protein (S) gene, complete cds	G2cchinanew.txt	189	G2c	OQ122115.1|HNZK/2021|21-Nov-2021|China	21-Nov-2021	missing_or_unparseable_date
OQ122116.1	Porcine epidemic diarrhea virus isolate SDJN/2021 spike protein (S) gene, complete cds	G2cchinanew.txt	694	G2c	OQ122116.1|SDJN/2021|16-Dec-2021|China	16-Dec-2021	missing_or_unparseable_date
OQ122117.1	Porcine epidemic diarrhea virus isolate JSSQ/2021 spike protein (S) gene, complete cds	G2cchinanew.txt	755	G2c	OQ122117.1|JSSQ/2021|08-Nov-2021|China	08-Nov-2021	missing_or_unparseable_date
OQ269588.1	Porcine epidemic diarrhea virus isolate XJ1904-700, complete genome	G2cchinanew.txt	602	G2c	OQ269588.1|XJ1904-700|20-Apr-2019|China	20-Apr-2019	missing_or_unparseable_date
OQ269590.1	Porcine epidemic diarrhea virus isolate FJFZ2004-1017, complete genome	G2cchinanew.txt	759	G2c	OQ269590.1|FJFZ2004-1017|26-Apr-2020|China	26-Apr-2020	missing_or_unparseable_date
OQ269591.1	Porcine epidemic diarrhea virus isolate JSNT2112-1248, complete genome	G2cchinanew.txt	1187	G2c	OQ269591.1|JSNT2112-1248|29-Dec-2021|China	29-Dec-2021	missing_or_unparseable_date
OQ269592.1	Porcine epidemic diarrhea virus isolate HNZMD2202-1405, complete genome	G2cchinanew.txt	1135	G2c	OQ269592.1|HNZMD2202-1405|25-Feb-2022|China	25-Feb-2022	missing_or_unparseable_date
OQ412638.1	Porcine epidemic diarrhea virus strain ECQ1, complete genome	G2cchinanew.txt	352	G2c	OQ412638.1|ECQ1|25-Jun-2018|China	25-Jun-2018	missing_or_unparseable_date
OQ412639.1	Porcine epidemic diarrhea virus strain EHuB2, complete genome	G2cchinanew.txt	859	G2c	OQ412639.1|EHuB2|28-Nov-2018|China	28-Nov-2018	missing_or_unparseable_date
OQ504178.1	Porcine epidemic diarrhea virus strain PEDV-01/JS/2022 spike protein (S) gene, complete cds	G2cchinanew.txt	882	G2c	OQ504178.1|PEDV-01/JS/2022|22-Jun-2022|China	22-Jun-2022	missing_or_unparseable_date
OQ504179.1	Porcine epidemic diarrhea virus strain PEDV-02/JS/2022 spike protein (S) gene, complete cds	G2cchinanew.txt	879	G2c	OQ504179.1|PEDV-02/JS/2022|22-Jun-2022|China	22-Jun-2022	missing_or_unparseable_date
OQ504180.1	Porcine epidemic diarrhea virus strain PEDV-03/JS/2022 spike protein (S) gene, complete cds	G2cchinanew.txt	311	G2c	OQ504180.1|PEDV-03/JS/2022|10-Jul-2022|China	10-Jul-2022	missing_or_unparseable_date
OQ504181.1	Porcine epidemic diarrhea virus strain PEDV-04/JS/2022 spike protein (S) gene, complete cds	G2cchinanew.txt	1145	G2c	OQ504181.1|PEDV-04/JS/2022|10-Jul-2022|China	10-Jul-2022	missing_or_unparseable_date
OQ504182.1	Porcine epidemic diarrhea virus strain PEDV-05/JS/2022 spike protein (S) gene, complete cds	G2cchinanew.txt	1039	G2c	OQ504182.1|PEDV-05/JS/2022|10-Jul-2022|China	10-Jul-2022	missing_or_unparseable_date
OQ504183.1	Porcine epidemic diarrhea virus strain PEDV-06/JS/2022 spike protein (S) gene, complete cds	G2cchinanew.txt	312	G2c	OQ504183.1|PEDV-06/JS/2022|15-Aug-2022|China	15-Aug-2022	missing_or_unparseable_date
OQ504184.1	Porcine epidemic diarrhea virus strain PEDV-07/JS/2022 spike protein (S) gene, complete cds	G2cchinanew.txt	758	G2c	OQ504184.1|PEDV-07/JS/2022|15-Aug-2022|China	15-Aug-2022	missing_or_unparseable_date
OQ504185.1	Porcine epidemic diarrhea virus strain PEDV-08/JS/2022 spike protein (S) gene, complete cds	G2cchinanew.txt	321	G2c	OQ504185.1|PEDV-08/JS/2022|15-Aug-2022|China	15-Aug-2022	missing_or_unparseable_date
OQ657291.1	Porcine epidemic diarrhea virus strain HNZK1 spike protein (S) gene, complete cds	G2cchinanew.txt	546	G2c	OQ657291.1|HNZK1|31-Jan-2021|China	31-Jan-2021	missing_or_unparseable_date
OQ657292.1	Porcine epidemic diarrhea virus strain HNZK2 spike protein (S) gene, complete cds	G2cchinanew.txt	547	G2c	OQ657292.1|HNZK2|31-Jan-2021|China	31-Jan-2021	missing_or_unparseable_date
OQ657293.1	Porcine epidemic diarrhea virus strain HNZK3 spike protein (S) gene, complete cds	G2cchinanew.txt	241	G2c	OQ657293.1|HNZK3|31-Jan-2021|China	31-Jan-2021	missing_or_unparseable_date
OQ657294.1	Porcine epidemic diarrhea virus strain HNZK5 spike protein (S) gene, complete cds	G2cchinanew.txt	715	G2c	OQ657294.1|HNZK5|31-Jan-2021|China	31-Jan-2021	missing_or_unparseable_date
OQ657295.1	Porcine epidemic diarrhea virus strain HNLY spike protein (S) gene, complete cds	G2cchinanew.txt	846	G2c	OQ657295.1|HNLY|31-Jan-2021|China	31-Jan-2021	missing_or_unparseable_date
OQ657296.1	Porcine epidemic diarrhea virus strain HNXH spike protein (S) gene, complete cds	G2cchinanew.txt	799	G2c	OQ657296.1|HNXH|31-Jan-2021|China	31-Jan-2021	missing_or_unparseable_date
OQ657297.1	Porcine epidemic diarrhea virus strain HNYZ spike protein (S) gene, complete cds	G2cchinanew.txt	795	G2c	OQ657297.1|HNYZ|31-Jan-2021|China	31-Jan-2021	missing_or_unparseable_date
OQ703966.1	Porcine epidemic diarrhea virus isolate CH-HeN-ZLH-2022, complete genome	G2cchinanew.txt	978	G2c	OQ703966.1|CH-HeN-ZLH-2022|15-Mar-2022|China	15-Mar-2022	missing_or_unparseable_date
OQ718883.1	Porcine epidemic diarrhea virus isolate CH-HeN01-2021 spike protein (S) gene, complete cds	G2cchinanew.txt	861	G2c	OQ718883.1|CH-HeN01-2021|15-May-2021|China	15-May-2021	missing_or_unparseable_date
OQ718884.1	Porcine epidemic diarrhea virus isolate CH-HeN03-2021 spike protein (S) gene, complete cds	G2cchinanew.txt	690	G2c	OQ718884.1|CH-HeN03-2021|24-Apr-2021|China	24-Apr-2021	missing_or_unparseable_date
OQ718885.1	Porcine epidemic diarrhea virus isolate CH-HeN04-2021 spike protein (S) gene, complete cds	G2cchinanew.txt	691	G2c	OQ718885.1|CH-HeN04-2021|24-Apr-2021|China	24-Apr-2021	missing_or_unparseable_date
OQ718886.1	Porcine epidemic diarrhea virus isolate CH-HeN05-2021 spike protein (S) gene, complete cds	G2cchinanew.txt	689	G2c	OQ718886.1|CH-HeN05-2021|24-Apr-2021|China	24-Apr-2021	missing_or_unparseable_date
OQ718887.1	Porcine epidemic diarrhea virus isolate CH-HeN07-2021 spike protein (S) gene, complete cds	G2cchinanew.txt	857	G2c	OQ718887.1|CH-HeN07-2021|10-May-2021|China	10-May-2021	missing_or_unparseable_date
OQ718888.1	Porcine epidemic diarrhea virus isolate CH-HeN08-2021 spike protein (S) gene, complete cds	G2cchinanew.txt	401	G2c	OQ718888.1|CH-HeN08-2021|17-May-2021|China	17-May-2021	missing_or_unparseable_date
OQ718889.1	Porcine epidemic diarrhea virus isolate CH-HeN09-2021 spike protein (S) gene, complete cds	G2cchinanew.txt	870	G2c	OQ718889.1|CH-HeN09-2021|17-May-2021|China	17-May-2021	missing_or_unparseable_date
OQ718890.1	Porcine epidemic diarrhea virus isolate CH-HeN10-2021 spike protein (S) gene, complete cds	G2cchinanew.txt	723	G2c	OQ718890.1|CH-HeN10-2021|17-May-2021|China	17-May-2021	missing_or_unparseable_date
OQ718891.1	Porcine epidemic diarrhea virus isolate CH-HeN11-2021 spike protein (S) gene, complete cds	G2cchinanew.txt	872	G2c	OQ718891.1|CH-HeN11-2021|21-Jul-2021|China	21-Jul-2021	missing_or_unparseable_date
OQ718892.1	Porcine epidemic diarrhea virus isolate CH-HeN13-2021 spike protein (S) gene, complete cds	G2cchinanew.txt	983	G2c	OQ718892.1|CH-HeN13-2021|01-Aug-2021|China	01-Aug-2021	missing_or_unparseable_date
OQ718893.1	Porcine epidemic diarrhea virus isolate CH-HeN12-2022 spike protein (S) gene, complete cds	G2cchinanew.txt	976	G2c	OQ718893.1|CH-HeN12-2022|12-Jun-2022|China	12-Jun-2022	missing_or_unparseable_date
OQ718894.1	Porcine epidemic diarrhea virus isolate CH-HeN14-2022 spike protein (S) gene, complete cds	G2cchinanew.txt	873	G2c	OQ718894.1|CH-HeN14-2022|05-Jul-2022|China	05-Jul-2022	missing_or_unparseable_date
OQ718895.1	Porcine epidemic diarrhea virus isolate CH-HeN15-2022 spike protein (S) gene, complete cds	G2cchinanew.txt	756	G2c	OQ718895.1|CH-HeN15-2022|05-Jul-2022|China	05-Jul-2022	missing_or_unparseable_date
OQ718896.1	Porcine epidemic diarrhea virus isolate CH-HeN16-2022 spike protein (S) gene, complete cds	G2cchinanew.txt	757	G2c	OQ718896.1|CH-HeN16-2022|05-Jul-2022|China	05-Jul-2022	missing_or_unparseable_date
OQ718897.1	Porcine epidemic diarrhea virus isolate CH-HeN17-2022 spike protein (S) gene, complete cds	G2cchinanew.txt	985	G2c	OQ718897.1|CH-HeN17-2022|16-Aug-2022|China	16-Aug-2022	missing_or_unparseable_date
OQ718898.1	Porcine epidemic diarrhea virus isolate CH-HeN18-2022 spike protein (S) gene, complete cds	G2cchinanew.txt	984	G2c	OQ718898.1|CH-HeN18-2022|16-Aug-2022|China	16-Aug-2022	missing_or_unparseable_date
OQ718899.1	Porcine epidemic diarrhea virus isolate CH-HeN19-2022 spike protein (S) gene, complete cds	G2cchinanew.txt	986	G2c	OQ718899.1|CH-HeN19-2022|16-Aug-2022|China	16-Aug-2022	missing_or_unparseable_date
OQ718900.1	Porcine epidemic diarrhea virus isolate CH-HeN20-2022 spike protein (S) gene, complete cds	G2cchinanew.txt	874	G2c	OQ718900.1|CH-HeN20-2022|25-Oct-2022|China	25-Oct-2022	missing_or_unparseable_date
OQ718901.1	Porcine epidemic diarrhea virus isolate CH-HeN21-2022 spike protein (S) gene, complete cds	G2cchinanew.txt	724	G2c	OQ718901.1|CH-HeN21-2022|09-Dec-2022|China	09-Dec-2022	missing_or_unparseable_date
OQ718902.1	Porcine epidemic diarrhea virus isolate CH-HeN22-2022 spike protein (S) gene, complete cds	G2cchinanew.txt	981	G2c	OQ718902.1|CH-HeN22-2022|22-Dec-2022|China	22-Dec-2022	missing_or_unparseable_date
OQ718903.1	Porcine epidemic diarrhea virus isolate CH-HeN23-2022 spike protein (S) gene, complete cds	G2cchinanew.txt	982	G2c	OQ718903.1|CH-HeN23-2022|22-Dec-2022|China	22-Dec-2022	missing_or_unparseable_date
OQ718904.1	Porcine epidemic diarrhea virus isolate CH-HeN24-2023 spike protein (S) gene, complete cds	G2cchinanew.txt	975	G2c	OQ718904.1|CH-HeN24-2023|07-Jan-2023|China	07-Jan-2023	missing_or_unparseable_date
OQ718905.1	Porcine epidemic diarrhea virus isolate CH-HeN25-2023 spike protein (S) gene, complete cds	G2cchinanew.txt	977	G2c	OQ718905.1|CH-HeN25-2023|07-Jan-2023|China	07-Jan-2023	missing_or_unparseable_date
OQ718906.1	Porcine epidemic diarrhea virus isolate CH-HeN26-2023 spike protein (S) gene, complete cds	G2cchinanew.txt	726	G2c	OQ718906.1|CH-HeN26-2023|07-Jan-2023|China	07-Jan-2023	missing_or_unparseable_date
OQ718907.1	Porcine epidemic diarrhea virus isolate CH-HeN28-2023 spike protein (S) gene, complete cds	G2cchinanew.txt	679	G2c	OQ718907.1|CH-HeN28-2023|17-Jan-2023|China	17-Jan-2023	missing_or_unparseable_date
OQ718908.1	Porcine epidemic diarrhea virus isolate CH-HeN29-2023 spike protein (S) gene, complete cds	G2cchinanew.txt	677	G2c	OQ718908.1|CH-HeN29-2023|18-Feb-2023|China	18-Feb-2023	missing_or_unparseable_date
OQ718910.1	Porcine epidemic diarrhea virus isolate CH-HeN31-2023 spike protein (S) gene, complete cds	G2cchinanew.txt	979	G2c	OQ718910.1|CH-HeN31-2023|15-Mar-2023|China	15-Mar-2023	missing_or_unparseable_date
OQ718911.1	Porcine epidemic diarrhea virus isolate CH-HeN32-2023 spike protein (S) gene, complete cds	G2cchinanew.txt	727	G2c	OQ718911.1|CH-HeN32-2023|26-Mar-2023|China	26-Mar-2023	missing_or_unparseable_date
OQ731918.1	Porcine epidemic diarrhea virus isolate PEDV-GX02/2022, complete genome	G2cchinanew.txt	383	G2c	OQ731918.1|PEDV-GX02/2022|12-Mar-2022|China	12-Mar-2022	missing_or_unparseable_date
OR001815.1	Porcine epidemic diarrhea virus isolate A2021014 spike protein (S) gene, complete cds	G2cchinanew.txt	802	G2c	OR001815.1|A2021014|07-Apr-2021|China	07-Apr-2021	missing_or_unparseable_date
OR001816.1	Porcine epidemic diarrhea virus isolate A2021015 spike protein (S) gene, complete cds	G2cchinanew.txt	803	G2c	OR001816.1|A2021015|07-Apr-2021|China	07-Apr-2021	missing_or_unparseable_date
OR001818.1	Porcine epidemic diarrhea virus isolate A2021016 spike protein (S) gene, complete cds	G2cchinanew.txt	539	G2c	OR001818.1|A2021016|07-Apr-2021|China	07-Apr-2021	missing_or_unparseable_date
OR001819.1	Porcine epidemic diarrhea virus isolate A2021018 spike protein (S) gene, complete cds	G2cchinanew.txt	544	G2c	OR001819.1|A2021018|07-Apr-2021|China	07-Apr-2021	missing_or_unparseable_date
OR001820.1	Porcine epidemic diarrhea virus isolate A22073102 spike protein (S) gene, complete cds	G2cchinanew.txt	543	G2c	OR001820.1|A22073102|31-Jul-2022|China	31-Jul-2022	missing_or_unparseable_date
OR001821.1	Porcine epidemic diarrhea virus isolate LY02 spike protein (S) gene, complete cds	G2cchinanew.txt	437	G2c	OR001821.1|LY02|18-May-2020|China	18-May-2020	missing_or_unparseable_date
OR001822.1	Porcine epidemic diarrhea virus isolate LY03 spike protein (S) gene, complete cds	G2cchinanew.txt	474	G2c	OR001822.1|LY03|18-May-2020|China	18-May-2020	missing_or_unparseable_date
OR001823.1	Porcine epidemic diarrhea virus isolate A2021017 spike protein (S) gene, complete cds	G2cchinanew.txt	545	G2c	OR001823.1|A2021017|07-Apr-2021|China	07-Apr-2021	missing_or_unparseable_date
OR234022.1	Porcine epidemic diarrhea virus isolate SXXY, complete genome	G2cchinanew.txt	415	G2c	OR234022.1|SXXY|05-Nov-2021|China	05-Nov-2021	missing_or_unparseable_date
OR240110.1	Porcine epidemic diarrhea virus isolate CHN/TZ2023 spike protein (S) gene, complete cds	G2cchinanew.txt	822	G2c	OR240110.1|CHN/TZ2023|08-Apr-2023|China	08-Apr-2023	missing_or_unparseable_date
OR472492.1	Porcine epidemic diarrhea virus isolate SXXY-1 spike protein gene, complete cds	G2cchinanew.txt	418	G2c	OR472492.1|SXXY-1|21-Dec-2021|China	21-Dec-2021	missing_or_unparseable_date
OR479080.1	Porcine epidemic diarrhea virus isolate CH/JX2301 spike protein (S) gene, complete cds	G2cchinanew.txt	1087	G2c	OR479080.1|CH/JX2301|NA|China	N/A	missing_or_unparseable_date
OR526953.1	Porcine epidemic diarrhea virus isolate PEDV-LN-P15 spike protein gene, complete cds	G2cchinanew.txt	381	G2c	OR526953.1|PEDV-LN-P15|31-Jan-2020|China	31-Jan-2020	missing_or_unparseable_date
OR567503.1	Porcine epidemic diarrhea virus isolate CHN/HuB-202201 spike protein gene, complete cds	G2cchinanew.txt	126	G2c	OR567503.1|CHN/HuB-202201|28-Jan-2022|China	28-Jan-2022	missing_or_unparseable_date
OR567504.1	Porcine epidemic diarrhea virus isolate CHN/HuB-202202 spike protein gene, complete cds	G2cchinanew.txt	814	G2c	OR567504.1|CHN/HuB-202202|28-Jan-2022|China	28-Jan-2022	missing_or_unparseable_date
OR567505.1	Porcine epidemic diarrhea virus isolate CHN/HuN-202201 spike protein gene, complete cds	G2cchinanew.txt	815	G2c	OR567505.1|CHN/HuN-202201|13-Jun-2022|China	13-Jun-2022	missing_or_unparseable_date
OR567506.1	Porcine epidemic diarrhea virus isolate CHN/HuN-202202 spike protein gene, complete cds	G2cchinanew.txt	649	G2c	OR567506.1|CHN/HuN-202202|13-Jun-2022|China	13-Jun-2022	missing_or_unparseable_date
OR567507.1	Porcine epidemic diarrhea virus isolate CHN/JX-202202 spike protein gene, complete cds	G2cchinanew.txt	619	G2c	OR567507.1|CHN/JX-202202|15-Aug-2022|China	15-Aug-2022	missing_or_unparseable_date
OR567508.1	Porcine epidemic diarrhea virus isolate CHN/JX-202203 spike protein gene, complete cds	G2cchinanew.txt	653	G2c	OR567508.1|CHN/JX-202203|15-Aug-2022|China	15-Aug-2022	missing_or_unparseable_date
OR567509.1	Porcine epidemic diarrhea virus isolate CHN/JX-202204 spike protein gene, complete cds	G2cchinanew.txt	1133	G2c	OR567509.1|CHN/JX-202204|15-Aug-2022|China	15-Aug-2022	missing_or_unparseable_date
OR587951.1	Porcine epidemic diarrhea virus isolate CH/HLJGS/2023, complete genome	G2cchinanew.txt	1134	G2c	OR587951.1|CH/HLJGS/2023|10-Mar-2023|China	10-Mar-2023	missing_or_unparseable_date
OR808014.1	Porcine epidemic diarrhea virus isolate JSxz2021 spike protein (S) gene, complete cds	G2cchinanew.txt	809	G2c	OR808014.1|JSxz2021|05-Feb-2021|China	05-Feb-2021	missing_or_unparseable_date
OR808015.1	Porcine epidemic diarrhea virus isolate JSxz2023 spike protein (S) gene, complete cds	G2cchinanew.txt	1170	G2c	OR808015.1|JSxz2023|10-Mar-2023|China	10-Mar-2023	missing_or_unparseable_date
OR808016.1	Porcine epidemic diarrhea virus isolate JSyc2021 spike protein (S) gene, complete cds	G2cchinanew.txt	355	G2c	OR808016.1|JSyc2021|13-Jan-2021|China	13-Jan-2021	missing_or_unparseable_date
OR808017.1	Porcine epidemic diarrhea virus isolate AHbz2022 spike protein (S) gene, complete cds	G2cchinanew.txt	1002	G2c	OR808017.1|AHbz2022|01-Feb-2022|China	01-Feb-2022	missing_or_unparseable_date
OR808020.1	Porcine epidemic diarrhea virus isolate AHfy2023 spike protein (S) gene, complete cds	G2cchinanew.txt	186	G2c	OR808020.1|AHfy2023|10-Mar-2023|China	10-Mar-2023	missing_or_unparseable_date
PP198349.1	Porcine epidemic diarrhea virus strain CHN/JX-202201, complete genome	G2cchinanew.txt	813	G2c	PP198349.1|CHN/JX-202201|15-Aug-2022|China	15-Aug-2022	missing_or_unparseable_date
PP395568.1	Porcine epidemic diarrhea virus strain SC2020LS spike protein (S) gene, complete cds	G2cchinanew.txt	1089	G2c	PP395568.1|SC2020LS|06-Feb-2020|China	06-Feb-2020	missing_or_unparseable_date
PP395573.1	Porcine epidemic diarrhea virus strain SC2020NC spike protein (S) gene, complete cds	G2cchinanew.txt	1102	G2c	PP395573.1|SC2020NC|12-Nov-2020|China	12-Nov-2020	missing_or_unparseable_date
PP395574.1	Porcine epidemic diarrhea virus strain SC2020CD spike protein (S) gene, complete cds	G2cchinanew.txt	869	G2c	PP395574.1|SC2020CD|26-Nov-2020|China	26-Nov-2020	missing_or_unparseable_date
PP395575.1	Porcine epidemic diarrhea virus strain SC2020GY spike protein (S) gene, complete cds	G2cchinanew.txt	242	G2c	PP395575.1|SC2020GY|14-Dec-2020|China	14-Dec-2020	missing_or_unparseable_date
PP395577.1	Porcine epidemic diarrhea virus strain SC2021BZ spike protein (S) gene, complete cds	G2cchinanew.txt	596	G2c	PP395577.1|SC2021BZ|16-Jan-2021|China	16-Jan-2021	missing_or_unparseable_date
PP395579.1	Porcine epidemic diarrhea virus strain SC2021ZG spike protein (S) gene, complete cds	G2cchinanew.txt	455	G2c	PP395579.1|SC2021ZG|06-Apr-2021|China	06-Apr-2021	missing_or_unparseable_date
PP395580.1	Porcine epidemic diarrhea virus strain SC2021GA spike protein (S) gene, complete cds	G2cchinanew.txt	556	G2c	PP395580.1|SC2021GA|16-Oct-2021|China	16-Oct-2021	missing_or_unparseable_date
PP395581.1	Porcine epidemic diarrhea virus strain SC2021YA spike protein (S) gene, complete cds	G2cchinanew.txt	517	G2c	PP395581.1|SC2021YA|03-Nov-2021|China	03-Nov-2021	missing_or_unparseable_date
PP395583.1	Porcine epidemic diarrhea virus strain SC2022LS spike protein (S) gene, complete cds	G2cchinanew.txt	109	G2c	PP395583.1|SC2022LS|22-Jan-2022|China	22-Jan-2022	missing_or_unparseable_date
PP395586.1	Porcine epidemic diarrhea virus strain SC2022MS spike protein (S) gene, complete cds	G2cchinanew.txt	1	G2c	PP395586.1|SC2022MS|09-Mar-2022|China	09-Mar-2022	missing_or_unparseable_date
PP395587.1	Porcine epidemic diarrhea virus strain SC2022ZG spike protein (S) gene, complete cds	G2cchinanew.txt	48	G2c	PP395587.1|SC2022ZG|07-May-2022|China	07-May-2022	missing_or_unparseable_date
PP395589.1	Porcine epidemic diarrhea virus strain SC2022CD spike protein (S) gene, complete cds	G2cchinanew.txt	378	G2c	PP395589.1|SC2022CD|18-Oct-2022|China	18-Oct-2022	missing_or_unparseable_date
PP395590.1	Porcine epidemic diarrhea virus strain SC2022NC spike protein (S) gene, complete cds	G2cchinanew.txt	635	G2c	PP395590.1|SC2022NC|05-Nov-2022|China	05-Nov-2022	missing_or_unparseable_date
PP395591.1	Porcine epidemic diarrhea virus strain SC2022GY spike protein (S) gene, complete cds	G2cchinanew.txt	407	G2c	PP395591.1|SC2022GY|21-Nov-2022|China	21-Nov-2022	missing_or_unparseable_date
PP395592.1	Porcine epidemic diarrhea virus strain SC2022DZ spike protein (S) gene, complete cds	G2cchinanew.txt	408	G2c	PP395592.1|SC2022DZ|01-Dec-2022|China	01-Dec-2022	missing_or_unparseable_date
PP395593.1	Porcine epidemic diarrhea virus strain SC2022GZ spike protein (S) gene, complete cds	G2cchinanew.txt	368	G2c	PP395593.1|SC2022GZ|18-Dec-2022|China	18-Dec-2022	missing_or_unparseable_date
PP472642.1	Porcine epidemic diarrhea virus isolate JSYC/2021, complete genome	G2cchinanew.txt	698	G2c	PP472642.1|JSYC/2021|12-Jan-2021|China	12-Jan-2021	missing_or_unparseable_date
PP472643.1	Porcine epidemic diarrhea virus isolate HNNY/2022, complete genome	G2cchinanew.txt	538	G2c	PP472643.1|HNNY/2022|24-Jun-2022|China	24-Jun-2022	missing_or_unparseable_date
PP472644.1	Porcine epidemic diarrhea virus isolate GXGL/2022, complete genome	G2cchinanew.txt	533	G2c	PP472644.1|GXGL/2022|23-Mar-2022|China	23-Mar-2022	missing_or_unparseable_date
PP472646.1	Porcine epidemic diarrhea virus isolate ZJWZ/2021, complete genome	G2cchinanew.txt	225	G2c	PP472646.1|ZJWZ/2021|27-Oct-2021|China	27-Oct-2021	missing_or_unparseable_date
PP501550.1	Porcine epidemic diarrhea virus strain FJ-NP spike protein gene, complete cds	G2cchinanew.txt	1076	G2c	PP501550.1|FJ-NP|30-Jan-2024|China	30-Jan-2024	missing_or_unparseable_date
PP537163.1	Porcine epidemic diarrhea virus isolate MLS-23 spike protein gene, complete cds	G2cchinanew.txt	1119	G2c	PP537163.1|MLS-23|01-Jan-2023|China	01-Jan-2023	missing_or_unparseable_date
PP580800.1	Porcine epidemic diarrhea virus isolate SD-WF2023 spike protein (S) gene, complete cds	G2cchinanew.txt	1029	G2c	PP580800.1|SD-WF2023|24-Nov-2023|China	24-Nov-2023	missing_or_unparseable_date
PP595924.1	Porcine epidemic diarrhea virus strain XJ-KT-1 spike protein (S) gene, complete cds	G2cchinanew.txt	327	G2c	PP595924.1|XJ-KT-1|02-Mar-2024|China	02-Mar-2024	missing_or_unparseable_date
